PDB_Number,Description,PDBFileLink,PaperDate,PageLink,FastaLink,Authors,Method,Resolution,OriginalIndex,noNucleotideEntities,hasMRNA,containsS12
4ZER,Crystal structure of the Onc112 antimicrobial peptide bound to the Thermus thermophilus 70S ribosome,http://files.rcsb.org/download/4ZER.cif.gz,(2015) Nat Struct Mol Biol 22 470-475,http://www.rcsb.org/structure/4ZER,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4ZER&compressionType=uncompressed,"Seefeldt, A.C., Nguyen, F., Antunes, S., Perebaskine, N., Graf, M., Arenz, S., Inampudi, K.K., Douat, C., Guichard, G., Wilson, D.N., Innis, C.A.",X-RAY DIFFRACTION,3.1,114,FALSE,TRUE,TRUE
5AJ0,Cryo electron microscopy of actively translating human polysomes (POST state).,http://files.rcsb.org/download/5AJ0.cif.gz,(2015) Cell 161 845-857,http://www.rcsb.org/structure/5AJ0,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=5AJ0&compressionType=uncompressed,"Behrmann, E., Loerke, J., Budkevich, T.V., Yamamoto, K., Schmidt, A., Penczek, P.A., Vos, M.R., Burger, J., Mielke, T., Scheerer, P., Spahn, C.M.T.",ELECTRON MICROSCOPY,3.5,115,FALSE,TRUE,TRUE
3J9W,Cryo-EM structure of the Bacillus subtilis MifM-stalled ribosome complex,http://files.rcsb.org/download/3J9W.cif.gz,(2015) Nat Commun 6 6941-6941,http://www.rcsb.org/structure/3J9W,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3J9W&compressionType=uncompressed,"Sohmen, D., Chiba, S., Shimokawa-Chiba, N., Innis, C.A., Berninghausen, O., Beckmann, R., Ito, K., Wilson, D.N.",ELECTRON MICROSCOPY,3.9,116,FALSE,TRUE,TRUE
5AJ3,Structure of the small subunit of the mammalian mitoribosome,http://files.rcsb.org/download/5AJ3.cif.gz,(2015) Science 348 303,http://www.rcsb.org/structure/5AJ3,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=5AJ3&compressionType=uncompressed,"Greber, B.J., Bieri, P., Leibundgut, M., Leitner, A., Aebersold, R., Boehringer, D., Ban, N.",ELECTRON MICROSCOPY,3.6,117,FALSE,TRUE,TRUE
5AJ4,Structure of the 55S mammalian mitoribosome.,http://files.rcsb.org/download/5AJ4.cif.gz,(2015) Science 348 303,http://www.rcsb.org/structure/5AJ4,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=5AJ4&compressionType=uncompressed,"Greber, B.J., Bieri, P., Leibundgut, M., Leitner, A., Aebersold, R., Boehringer, D., Ban, N.",ELECTRON MICROSCOPY,3.8,118,FALSE,TRUE,TRUE
3J9Y,Cryo-EM structure of tetracycline resistance protein TetM bound to a translating E.coli ribosome,http://files.rcsb.org/download/3J9Y.cif.gz,(2015) Proc Natl Acad Sci U S A 112 5401-5406,http://www.rcsb.org/structure/3J9Y,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3J9Y&compressionType=uncompressed,"Arenz, S., Nguyen, F., Beckmann, R., Wilson, D.N.",ELECTRON MICROSCOPY,3.9,119,FALSE,TRUE,TRUE
4Y4P,"Crystal structure of the Thermus thermophilus 70S ribosome with rRNA modifications and bound to mRNA and A-, P- and E-site tRNAs at 2.5A resolution",http://files.rcsb.org/download/4Y4P.cif.gz,(2015) Nat Struct Mol Biol 22 342-344,http://www.rcsb.org/structure/4Y4P,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4Y4P&compressionType=uncompressed,"Polikanov, Y.S., Melnikov, S.V., Soll, D., Steitz, T.A.",X-RAY DIFFRACTION,2.5,120,FALSE,TRUE,TRUE
5AFI,2.9A Structure of E. coli ribosome-EF-TU complex by cs-corrected cryo-EM,http://files.rcsb.org/download/5AFI.cif.gz,(2015) Nature 520 567,http://www.rcsb.org/structure/5AFI,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=5AFI&compressionType=uncompressed,"Fischer, N., Neumann, P., Konevega, A.L., Bock, L.V., Ficner, R., Rodnina, M.V., Stark, H.",ELECTRON MICROSCOPY,2.9,121,FALSE,TRUE,TRUE
4WPO,Crystal structure of the Thermus thermophilus 70S ribosome in complex with elongation factor G in the pre-translocational state,http://files.rcsb.org/download/4WPO.cif.gz,(2015) Cell 160 219-227,http://www.rcsb.org/structure/4WPO,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4WPO&compressionType=uncompressed,"Lin, J., Gagnon, M.G., Steitz, T.A.",X-RAY DIFFRACTION,2.8,122,FALSE,TRUE,TRUE
4WQF,Crystal structure of the Thermus thermophilus 70S ribosome in complex with elongation factor G and fusidic acid in the post-translocational state,http://files.rcsb.org/download/4WQF.cif.gz,(2015) Cell 160 219-227,http://www.rcsb.org/structure/4WQF,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4WQF&compressionType=uncompressed,"Lin, J., Gagnon, M.G., Steitz, T.A.",X-RAY DIFFRACTION,2.8,123,FALSE,TRUE,TRUE
4WQU,Crystal structure of the Thermus thermophilus 70S ribosome in complex with elongation factor G trapped by the antibiotic dityromycin,http://files.rcsb.org/download/4WQU.cif.gz,(2015) Cell 160 219-227,http://www.rcsb.org/structure/4WQU,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4WQU&compressionType=uncompressed,"Lin, J., Gagnon, M.G., Steitz, T.A.",X-RAY DIFFRACTION,2.8,124,FALSE,TRUE,TRUE
4WQY,Crystal structure of the Thermus thermophilus 70S ribosome in complex with elongation factor G in the post-translocational state (without fusitic acid),http://files.rcsb.org/download/4WQY.cif.gz,(2015) Cell 160 219-227,http://www.rcsb.org/structure/4WQY,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4WQY&compressionType=uncompressed,"Lin, J., Gagnon, M.G., Steitz, T.A.",X-RAY DIFFRACTION,2.8,125,FALSE,TRUE,TRUE
4WT8,Crystal Structure of bactobolin A bound to 70S ribosome-tRNA complex,http://files.rcsb.org/download/4WT8.cif.gz,(2015) J Mol Biol 427 753-755,http://www.rcsb.org/structure/4WT8,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4WT8&compressionType=uncompressed,"Amunts, A., Fiedorczuk, K., Ramakrishnan, V.",X-RAY DIFFRACTION,3.4,126,FALSE,TRUE,TRUE
3J81,CryoEM structure of a partial yeast 48S preinitiation complex,http://files.rcsb.org/download/3J81.cif.gz,(2014) Cell 159 597-607,http://www.rcsb.org/structure/3J81,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3J81&compressionType=uncompressed,"Hussain, T., Llacer, J.L., Fernandez, I.S., Savva, C.G., Ramakrishnan, V.",ELECTRON MICROSCOPY,4,127,FALSE,TRUE,TRUE
4W2F,"Crystal structure of the Thermus thermophilus 70S ribosome in complex with amicoumacin, mRNA and three deacylated tRNAs in the A, P and E sites",http://files.rcsb.org/download/4W2F.cif.gz,(2014) Mol Cell 56 531-540,http://www.rcsb.org/structure/4W2F,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4W2F&compressionType=uncompressed,"Polikanov, Y.S., Osterman, I.A., Szal, T., Tashlitsky, V.N., Serebryakova, M.V., Kusochek, P., Bulkley, D., Malanicheva, I.A., Efimenko, T.A., Efremenkova, O.V., Konevega, A.",X-RAY DIFFRACTION,2.4,128,FALSE,TRUE,TRUE
4W2G,"Crystal structure of the Thermus thermophilus 70S ribosome in complex with pactamycin (soaked), mRNA and three deacylated tRNAs in the A, P and E sites",http://files.rcsb.org/download/4W2G.cif.gz,(2014) Mol Cell 56 531-540,http://www.rcsb.org/structure/4W2G,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4W2G&compressionType=uncompressed,"Polikanov, Y.S., Osterman, I.A., Szal, T., Tashlitsky, V.N., Serebryakova, M.V., Kusochek, P., Bulkley, D., Malanicheva, I.A., Efimenko, T.A., Efremenkova, O.V., Konevega, A.",X-RAY DIFFRACTION,2.55,129,FALSE,TRUE,TRUE
4W2H,"Crystal structure of the Thermus thermophilus 70S ribosome in complex with pactamycin (co-crystallized), mRNA and deacylated tRNA in the P site",http://files.rcsb.org/download/4W2H.cif.gz,(2014) Mol Cell 56 531-540,http://www.rcsb.org/structure/4W2H,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4W2H&compressionType=uncompressed,"Polikanov, Y.S., Osterman, I.A., Szal, T., Tashlitsky, V.N., Serebryakova, M.V., Kusochek, P., Bulkley, D., Malanicheva, I.A., Efimenko, T.A., Efremenkova, O.V., Konevega, A.",X-RAY DIFFRACTION,2.7,130,FALSE,TRUE,TRUE
4W2I,"Crystal structure of the Thermus thermophilus 70S ribosome in complex with negamycin, mRNA and three deacylated tRNAs in the A, P and E sites",http://files.rcsb.org/download/4W2I.cif.gz,(2014) Mol Cell 56 541-550,http://www.rcsb.org/structure/4W2I,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4W2I&compressionType=uncompressed,"Polikanov, Y.S., Szal, T., Jiang, F., Gupta, P., Matsuda, R., Shiozuka, M., Steitz, T.A., Vazquez-Laslop, N., Mankin, A.S.",X-RAY DIFFRACTION,2.7,131,FALSE,TRUE,TRUE
4P6F,Crystal structure of the peptolide 12C bound to bacterial ribosome,http://files.rcsb.org/download/4P6F.cif.gz,(2014) ACS Chem Biol 9 2621-2631,http://www.rcsb.org/structure/4P6F,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4P6F&compressionType=uncompressed,"Fagan, C.E., Dunham, C.M.",X-RAY DIFFRACTION,3.6,132,FALSE,TRUE,TRUE
4W29,"70S ribosome translocation intermediate containing elongation factor EFG/GDP/fusidic acid, mRNA, and tRNAs trapped in the AP/AP pe/E chimeric hybrid state.",http://files.rcsb.org/download/4W29.cif.gz,(2014) Science 345 1188-1191,http://www.rcsb.org/structure/4W29,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4W29&compressionType=uncompressed,"Zhou, J., Lancaster, L., Donohue, J.P., Noller, H.F.",X-RAY DIFFRACTION,3.8,133,FALSE,TRUE,TRUE
4W2E,Crystal structure of Elongation Factor 4 (EF4/LepA) bound to the Thermus thermophilus 70S ribosome,http://files.rcsb.org/download/4W2E.cif.gz,(2014) Science 345 684-687,http://www.rcsb.org/structure/4W2E,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4W2E&compressionType=uncompressed,"Gagnon, M.G., Lin, J., Steitz, T.A.",X-RAY DIFFRACTION,2.9,134,FALSE,TRUE,TRUE
1VY4,Crystal structure of the Thermus thermophilus 70S ribosome in the pre-attack state of peptide bond formation containing acylated tRNA-substrates in the A and P sites.,http://files.rcsb.org/download/1VY4.cif.gz,(2014) Nat Struct Mol Biol 21 787-793,http://www.rcsb.org/structure/1VY4,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=1VY4&compressionType=uncompressed,"Polikanov, Y.S., Steitz, T.A., Innis, C.A.",X-RAY DIFFRACTION,2.6,135,FALSE,TRUE,TRUE
1VY5,Crystal structure of the Thermus thermophilus 70S ribosome in the post-catalysis state of peptide bond formation containing dipeptydil-tRNA in the A site and deacylated tRNA in the P site.,http://files.rcsb.org/download/1VY5.cif.gz,(2014) Nat Struct Mol Biol 21 787-793,http://www.rcsb.org/structure/1VY5,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=1VY5&compressionType=uncompressed,"Polikanov, Y.S., Steitz, T.A., Innis, C.A.",X-RAY DIFFRACTION,2.55,136,FALSE,TRUE,TRUE
1VY6,Crystal structure of the Thermus thermophilus 70S ribosome in the pre-attack state of peptide bond formation containing short substrate-mimic Cytidine-Puromycin in the A site and acylated tRNA in the P site.,http://files.rcsb.org/download/1VY6.cif.gz,(2014) Nat Struct Mol Biol 21 787-793,http://www.rcsb.org/structure/1VY6,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=1VY6&compressionType=uncompressed,"Polikanov, Y.S., Steitz, T.A., Innis, C.A.",X-RAY DIFFRACTION,2.9,137,FALSE,TRUE,TRUE
1VY7,Crystal structure of the Thermus thermophilus 70S ribosome in the pre-attack state of peptide bond formation containing short substrate-mimic Cytidine-Cytidine-Puromycin in the A site and acylated tRNA in the P site.,http://files.rcsb.org/download/1VY7.cif.gz,(2014) Nat Struct Mol Biol 21 787-793,http://www.rcsb.org/structure/1VY7,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=1VY7&compressionType=uncompressed,"Polikanov, Y.S., Steitz, T.A., Innis, C.A.",X-RAY DIFFRACTION,2.8,138,FALSE,TRUE,TRUE
4P70,Crystal Structure of Unmodified tRNA Proline (CGG) Bound to Codon CCG on the Ribosome,http://files.rcsb.org/download/4P70.cif.gz,(2014) Proc Natl Acad Sci U S A 111 12740-12745,http://www.rcsb.org/structure/4P70,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4P70&compressionType=uncompressed,"Maehigashi, T., Dunkle, J.A., Dunham, C.M.",X-RAY DIFFRACTION,3.68,139,FALSE,TRUE,TRUE
4V49,Crystal Structure of a Streptomycin Dependent Ribosome from E. Coli 70S Ribosome.,http://files.rcsb.org/download/4V49.cif.gz,(2003) Proc Natl Acad Sci U S A 100 8682-8687,http://www.rcsb.org/structure/4V49,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V49&compressionType=uncompressed,"Vila-Sanjurjo, A., Ridgeway, W.K., Seymaner, V., Zhang, W., Santoso, S., Yu, K., Cate, J.H.D.",X-RAY DIFFRACTION,8.7,140,FALSE,TRUE,TRUE
4V4I,Crystal Structure of a 70S Ribosome-tRNA Complex Reveals Functional Interactions and Rearrangements.,http://files.rcsb.org/download/4V4I.cif.gz,(2006) Cell 126 1065-1077,http://www.rcsb.org/structure/4V4I,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V4I&compressionType=uncompressed,"Korostelev, A., Trakhanov, S., Laurberg, M., Noller, H.F.",X-RAY DIFFRACTION,3.71,141,FALSE,TRUE,TRUE
4V4J,Interactions and Dynamics of the Shine-Dalgarno Helix in the 70S Ribosome.,http://files.rcsb.org/download/4V4J.cif.gz,(2007) Proc Natl Acad Sci U S A 104 16840-16843,http://www.rcsb.org/structure/4V4J,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V4J&compressionType=uncompressed,"Korostelev, A., Trakhanov, S., Asahara, H., Laurberg, M., Noller, H.F.",X-RAY DIFFRACTION,3.83,142,FALSE,TRUE,TRUE
4V4P,Crystal structure of 70S ribosome with thrS operator and tRNAs.,http://files.rcsb.org/download/4V4P.cif.gz,(2005) Science 308 120-123,http://www.rcsb.org/structure/4V4P,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V4P&compressionType=uncompressed,"Jenner, L., Romby, P., Rees, B., Schulze-Briese, C., Springer, M., Ehresmann, C., Ehresmann, B., Moras, D., Yusupova, G., Yusupov, M.",X-RAY DIFFRACTION,5.5,143,FALSE,TRUE,TRUE
4V4Y,Crystal structure of the 70S Thermus thermophilus ribosome with translocated and rotated Shine-Dalgarno Duplex.,http://files.rcsb.org/download/4V4Y.cif.gz,(2006) Nature 444 391-394,http://www.rcsb.org/structure/4V4Y,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V4Y&compressionType=uncompressed,"Jenner, L., Yusupova, G., Rees, B., Moras, D., Yusupov, M.",X-RAY DIFFRACTION,5.5,144,FALSE,TRUE,TRUE
4V4Z,70S Thermus thermophilous ribosome functional complex with mRNA and E- and P-site tRNAs at 4.5A.,http://files.rcsb.org/download/4V4Z.cif.gz,(2006) Nature 444 391-394,http://www.rcsb.org/structure/4V4Z,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V4Z&compressionType=uncompressed,"Jenner, L., Yusupova, G., Rees, B., Moras, D., Yusupov, M.",X-RAY DIFFRACTION,4.51,145,FALSE,TRUE,TRUE
4V50,Crystal Structure of Ribosome with messenger RNA and the Anticodon stem-loop of P-site tRNA.,http://files.rcsb.org/download/4V50.cif.gz,(2006) Proc Natl Acad Sci U S A 103 15830-15834,http://www.rcsb.org/structure/4V50,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V50&compressionType=uncompressed,"Berk, V., Zhang, W., Pai, R.D., Cate, J.H.D.",X-RAY DIFFRACTION,3.22,146,FALSE,TRUE,TRUE
4V51,"Structure of the Thermus thermophilus 70S ribosome complexed with mRNA, tRNA and paromomycin",http://files.rcsb.org/download/4V51.cif.gz,(2006) Science 313 1935,http://www.rcsb.org/structure/4V51,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V51&compressionType=uncompressed,"Selmer, M., Dunham, C.M., Murphy, F.V., Weixlbaumer, A., Petry, S., Weir, J.R., Kelley, A.C., Ramakrishnan, V.",X-RAY DIFFRACTION,2.8,147,FALSE,TRUE,TRUE
4V5A,"Structure of the Ribosome Recycling Factor bound to the Thermus thermophilus 70S ribosome with mRNA, ASL-Phe and tRNA-fMet",http://files.rcsb.org/download/4V5A.cif.gz,(2007) Nat Struct Mol Biol 14 733,http://www.rcsb.org/structure/4V5A,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5A&compressionType=uncompressed,"Weixlbaumer, A., Petry, S., Dunham, C.M., Selmer, M., Kelley, A.C., Ramakrishnan, V.",X-RAY DIFFRACTION,3.5,148,FALSE,TRUE,TRUE
4V5C,"Structure of the Thermus thermophilus 70S ribosome in complex with mRNA, paromomycin, acylated A-site tRNA, deacylated P-site tRNA, and E-site tRNA.",http://files.rcsb.org/download/4V5C.cif.gz,(2009) Nat Struct Mol Biol 16 528,http://www.rcsb.org/structure/4V5C,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5C&compressionType=uncompressed,"Voorhees, R.M., Weixlbaumer, A., Loakes, D., Kelley, A.C., Ramakrishnan, V.",X-RAY DIFFRACTION,3.3,149,FALSE,TRUE,TRUE
4V5D,"Structure of the Thermus thermophilus 70S ribosome in complex with mRNA, paromomycin, acylated A- and P-site tRNAs, and E-site tRNA.",http://files.rcsb.org/download/4V5D.cif.gz,(2009) Nat Struct Mol Biol 16 528,http://www.rcsb.org/structure/4V5D,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5D&compressionType=uncompressed,"Voorhees, R.M., Weixlbaumer, A., Loakes, D., Kelley, A.C., Ramakrishnan, V.",X-RAY DIFFRACTION,3.5,150,FALSE,TRUE,TRUE
4V5E,Insights into translational termination from the structure of RF2 bound to the ribosome,http://files.rcsb.org/download/4V5E.cif.gz,(2008) Science 322 953,http://www.rcsb.org/structure/4V5E,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5E&compressionType=uncompressed,"Weixlbaumer, A., Jin, H., Neubauer, C., Voorhees, R.M., Petry, S., Kelley, A.C., Ramakrishnan, V.",X-RAY DIFFRACTION,3.45,151,FALSE,TRUE,TRUE
4V5F,The structure of the ribosome with elongation factor G trapped in the post-translocational state,http://files.rcsb.org/download/4V5F.cif.gz,(2009) Science 326 694,http://www.rcsb.org/structure/4V5F,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5F&compressionType=uncompressed,"Gao, Y.-G., Selmer, M., Dunham, C.M., Weixlbaumer, A., Kelley, A.C., Ramakrishnan, V.",X-RAY DIFFRACTION,3.6,152,FALSE,TRUE,TRUE
4V5G,The crystal structure of the 70S ribosome bound to EF-Tu and tRNA,http://files.rcsb.org/download/4V5G.cif.gz,(2009) Science 326 688,http://www.rcsb.org/structure/4V5G,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5G&compressionType=uncompressed,"Schmeing, T.M., Voorhees, R.M., Ramakrishnan, V.",X-RAY DIFFRACTION,3.6,153,FALSE,TRUE,TRUE
4V5H,E.Coli 70s Ribosome Stalled During Translation Of Tnac Leader Peptide.,http://files.rcsb.org/download/4V5H.cif.gz,(2009) Science 326 1412,http://www.rcsb.org/structure/4V5H,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5H&compressionType=uncompressed,"Seidelt, B., Innis, C.A., Wilson, D.N., Gartmann, M., Armache, J., Villa, E., Trabuco, L.G., Becker, T., Mielke, T., Schulten, K., Steitz, T.A., Beckmann, R.",ELECTRON MICROSCOPY,5.8,154,FALSE,TRUE,TRUE
4V5J,Structure of the 70S ribosome bound to Release factor 2 and a substrate analog provides insights into catalysis of peptide release,http://files.rcsb.org/download/4V5J.cif.gz,(2010) Proc Natl Acad Sci U S A 107 8593,http://www.rcsb.org/structure/4V5J,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5J&compressionType=uncompressed,"Jin, H., Kelley, A.C., Loakes, D., Ramakrishnan, V.",X-RAY DIFFRACTION,3.1,155,FALSE,TRUE,TRUE
4V5K,Structure of cytotoxic domain of colicin E3 bound to the 70S ribosome,http://files.rcsb.org/download/4V5K.cif.gz,(2010) Nat Struct Mol Biol 17 1241,http://www.rcsb.org/structure/4V5K,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5K&compressionType=uncompressed,"Ng, C.L., Lang, K., Meenan, N.A.G., Sharma, A., Kelley, A.C., Kleanthous, C., Ramakrishnan, V.",X-RAY DIFFRACTION,3.2,156,FALSE,TRUE,TRUE
4V5L,The structure of EF-Tu and aminoacyl-tRNA bound to the 70S ribosome with a GTP analog,http://files.rcsb.org/download/4V5L.cif.gz,(2010) Science 330 835,http://www.rcsb.org/structure/4V5L,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5L&compressionType=uncompressed,"Voorhees, R.M., Schmeing, T.M., Ramakrishnan, V.",X-RAY DIFFRACTION,3.1,157,FALSE,TRUE,TRUE
4V5M,tRNA tranlocation on the 70S ribosome: the pre-translocational translocation intermediate TI(PRE),http://files.rcsb.org/download/4V5M.cif.gz,(2010) Nature 468 713,http://www.rcsb.org/structure/4V5M,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5M&compressionType=uncompressed,"Ratje, A.H., Loerke, J., Mikolajka, A., Bruenner, M., Hildebrand, P.W., Starosta, A.L., Doenhoefer, A., Connell, S.R., Fucini, P., Mielke, T., Whitford, P.C., Onuchic, J.N., ",ELECTRON MICROSCOPY,7.8,158,FALSE,TRUE,TRUE
4V5N,tRNA translocation on the 70S ribosome: the post- translocational translocation intermediate TI(POST),http://files.rcsb.org/download/4V5N.cif.gz,(2010) Nature 468 713,http://www.rcsb.org/structure/4V5N,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5N&compressionType=uncompressed,"Ratje, A.H., Loerke, J., Mikolajka, A., Bruenner, M., Hildebrand, P.W., Starosta, A.L., Doenhoefer, A., Connell, S.R., Fucini, P., Mielke, T., Whitford, P.C., Onuchic, J.N., ",ELECTRON MICROSCOPY,7.6,159,FALSE,TRUE,TRUE
4V5P,The crystal structure of EF-Tu and A9C-tRNA-Trp bound to a near- cognate codon on the 70S ribosome,http://files.rcsb.org/download/4V5P.cif.gz,(2011) Nat Struct Mol Biol 18 432,http://www.rcsb.org/structure/4V5P,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5P&compressionType=uncompressed,"Schmeing, T.M., Voorhees, R.M., Ramakrishnan, V.",X-RAY DIFFRACTION,3.1,160,FALSE,TRUE,TRUE
4V5Q,The crystal structure of EF-Tu and G24A-tRNA-Trp bound to a near- cognate codon on the 70S ribosome,http://files.rcsb.org/download/4V5Q.cif.gz,(2011) Nat Struct Mol Biol 18 432,http://www.rcsb.org/structure/4V5Q,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5Q&compressionType=uncompressed,"Schmeing, T.M., Voorhees, R.M., Ramakrishnan, V.",X-RAY DIFFRACTION,3.1,161,FALSE,TRUE,TRUE
4V5R,The crystal structure of EF-Tu and Trp-tRNA-Trp bound to a cognate codon on the 70S ribosome.,http://files.rcsb.org/download/4V5R.cif.gz,(2011) Nat Struct Mol Biol 18 432,http://www.rcsb.org/structure/4V5R,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5R&compressionType=uncompressed,"Schmeing, T.M., Voorhees, R.M., Ramakrishnan, V.",X-RAY DIFFRACTION,3.1,162,FALSE,TRUE,TRUE
4V5S,The crystal structure of EF-Tu and G24A-tRNA-Trp bound to a cognate codon on the 70S ribosome.,http://files.rcsb.org/download/4V5S.cif.gz,(2011) Nat Struct Mol Biol 18 432,http://www.rcsb.org/structure/4V5S,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V5S&compressionType=uncompressed,"Schmeing, T.M., Voorhees, R.M., Ramakrishnan, V.",X-RAY DIFFRACTION,3.1,163,FALSE,TRUE,TRUE
4V63,Structural basis for translation termination on the 70S ribosome.,http://files.rcsb.org/download/4V63.cif.gz,(2008) Nature 454 852-857,http://www.rcsb.org/structure/4V63,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V63&compressionType=uncompressed,"Laurberg, M., Asahara, H., Korostelev, A., Zhu, J., Trakhanov, S., Noller, H.F.",X-RAY DIFFRACTION,3.207,164,FALSE,TRUE,TRUE
4V65,Structure of the E. coli ribosome in the Pre-accommodation state,http://files.rcsb.org/download/4V65.cif.gz,PubMed ID is not available.,http://www.rcsb.org/structure/4V65,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V65&compressionType=uncompressed,"Devkota, B., Caulfield, T.R., Tan, R.-Z., Harvey, S.C.",ELECTRON MICROSCOPY,9,165,FALSE,TRUE,TRUE
4V66,Structure of the E. coli ribosome and the tRNAs in Post-accommodation state,http://files.rcsb.org/download/4V66.cif.gz,PubMed ID is not available.,http://www.rcsb.org/structure/4V66,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V66&compressionType=uncompressed,"Devkota, B., Caulfield, T.R., Tan, R.-Z., Harvey, S.C.",ELECTRON MICROSCOPY,9,166,FALSE,TRUE,TRUE
4V67,Crystal structure of a translation termination complex formed with release factor RF2.,http://files.rcsb.org/download/4V67.cif.gz,(2008) Proc Natl Acad Sci U S A 105 19684-19689,http://www.rcsb.org/structure/4V67,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V67&compressionType=uncompressed,"Korostelev, A., Asahara, H., Lancaster, L., Laurberg, M., Hirschi, A., Noller, H.F.",X-RAY DIFFRACTION,3,167,FALSE,TRUE,TRUE
4V68,"T. thermophilus 70S ribosome in complex with mRNA, tRNAs and EF-Tu.GDP.kirromycin ternary complex, fitted to a 6.4 A Cryo-EM map.",http://files.rcsb.org/download/4V68.cif.gz,(2009) EMBO J 28 755-765,http://www.rcsb.org/structure/4V68,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V68&compressionType=uncompressed,"Schuette, J.-C., Spahn, C.M.T.",ELECTRON MICROSCOPY,6.4,168,FALSE,TRUE,TRUE
4V69,Ternary complex-bound E.coli 70S ribosome.,http://files.rcsb.org/download/4V69.cif.gz,(2009) Proc Natl Acad Sci U S A 106 1063-1068,http://www.rcsb.org/structure/4V69,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V69&compressionType=uncompressed,"Villa, E., Sengupta, J., Trabuco, L.G., LeBarron, J., Baxter, W.T., Shaikh, T.R., Grassucci, R.A., Nissen, P., Ehrenberg, M., Schulten, K., Frank, J.",ELECTRON MICROSCOPY,6.7,169,FALSE,TRUE,TRUE
